CaseOrder,Churn,Outage_sec_perweek,Yearly_equip_failure,Income,Email,Contacts,Techie,Contract,Multiple,Tenure,MonthlyCharge,Bandwidth_GB_Year
1665,No,6.666141762,0,44057.85,13,1,No,One year,No,6.5443199,242.628057,1185.892988
1666,Yes,12.2507651,0,25048.77,13,0,No,Month-to-month,No,14.98166868,242.61428,1890.640168
1667,Yes,11.51744058,1,56537.88,11,2,No,Month-to-month,No,13.79138076,127.442069,1659.769248
1668,No,12.92843595,0,21058.64,11,0,No,Two Year,Yes,8.734707597,147.503078,1143.017435
1669,No,12.35525457,0,63304.25,12,1,Yes,One year,Yes,5.260793737,149.991327,855.939459
1670,No,11.54247891,0,37130.15,9,2,No,Month-to-month,No,3.810228199,130.006414,780.2278932
1671,No,6.832060399,0,38369.68,10,4,No,Two Year,Yes,11.72200614,175.004777,1593.466069
1672,No,14.4845473,2,20283.95,10,1,Yes,Two Year,No,4.304076015,117.468591,1071.920592
1673,Yes,6.159072244,0,23703.95,10,1,No,Month-to-month,Yes,3.060553536,152.495236,644.1045211
1674,Yes,13.03330701,0,47658.67,16,0,Yes,Month-to-month,Yes,6.549842666,194.988208,971.7404705
1675,No,13.78711309,0,49750.1,14,2,No,Month-to-month,No,9.373705128,147.442069,1039.67302
1676,Yes,13.22904885,0,31203.12,7,1,No,One year,Yes,8.397776839,275.133571,1381.481321
1677,Yes,10.38784781,2,33458.05,8,1,No,Month-to-month,No,1.019306038,162.468917,522.4564791
1678,No,13.34762525,2,20719.7,11,0,No,Two Year,Yes,6.864219377,162.497044,1284.691556
1679,No,9.296558028,0,39225.15,14,2,No,One year,Yes,6.525380768,179.965581,703.8007764
1680,No,6.736876666,0,32659.08,14,1,Yes,Month-to-month,No,16.08388872,182.446995,1544.501137
1681,Yes,8.792014962,0,13870.96,12,1,No,Month-to-month,No,12.95969924,245.145743,1896.10656
1682,Yes,8.190421561,1,21101.14,14,0,No,Two Year,Yes,12.18544178,232.652038,1991.187997
1683,Yes,5.271292905,1,49065.88,8,1,No,Month-to-month,Yes,10.85865384,245.128318,2081.752385
1684,Yes,7.033849177,1,18081.88,9,2,No,Month-to-month,Yes,15.34839938,277.651257,2115.879744
1685,No,3.423741645,1,45101.92,9,2,No,Two Year,No,7.355635728,142.500692,1357.285615
1686,Yes,13.24531173,0,30450.19,18,2,No,Month-to-month,No,5.705926395,152.457857,1308.999159
1687,Yes,9.892901128,1,54750.08,13,0,No,Month-to-month,Yes,6.70301496,267.664655,1319.229599
1688,Yes,8.278493187,0,24095.07,8,1,No,One year,Yes,7.367492072,227.475448,991.3985734
1689,Yes,13.34913229,0,53817.02,10,1,No,Month-to-month,No,1.030630574,147.442069,310.1585772
1690,Yes,7.83125489,0,20733.74,17,0,No,Month-to-month,Yes,6.735271694,149.944668,1254.943448
1691,Yes,10.45355154,0,36790.23,7,0,No,Month-to-month,No,7.506056361,220.132293,1411.150345
1692,No,5.80921457,0,35949.37,13,0,No,Month-to-month,No,20.51922799,139.983006,2446.475453
1693,Yes,11.41757633,0,73242.41,12,0,No,Month-to-month,No,9.320973584,139.9678,1262.985557
1694,No,7.819201487,0,12802.32,10,1,No,Two Year,Yes,7.387393996,140.00128,1365.994148
1695,No,8.088434368,0,20555.47,9,0,No,Two Year,Yes,8.758613325,144.960655,916.7201648
1696,No,11.05788928,1,60956.22,15,0,Yes,Month-to-month,No,6.289468375,149.959755,933.01364
1697,Yes,10.11721314,0,27149.34,8,0,No,Month-to-month,Yes,2.613920398,194.976769,609.6168115
1698,Yes,11.64173568,0,19533.5,11,0,No,Month-to-month,Yes,11.29271486,164.985293,1882.951404
1699,No,10.14600151,0,102080.72,10,1,Yes,One year,Yes,11.57257501,152.510442,1638.383088
1700,No,11.30992672,1,30434.99,8,0,No,Month-to-month,No,15.02077659,127.495766,1630.020341
1701,No,6.236748796,0,10852.14,11,3,No,One year,Yes,14.28406007,172.470522,1887.699697
1702,Yes,7.219910689,0,52352.24,8,1,No,Month-to-month,Yes,4.759938908,194.974431,897.6280912
1703,No,8.759756787,0,57874.62,14,1,No,One year,No,2.758173633,124.97808,297.4433143
1704,Yes,14.60495207,0,54587.66,12,2,No,Two Year,Yes,7.441432103,242.610632,1683.078344
1705,Yes,14.17602329,0,14053.15,14,0,Yes,Month-to-month,Yes,10.06145053,199.990219,1806.970628
1706,Yes,8.11725589,0,51419.56,9,0,No,Month-to-month,No,16.37219797,184.967019,1873.00718
1707,No,12.39190153,1,20917.65,13,1,Yes,One year,No,2.160066882,147.442069,444.0474919
1708,Yes,10.84404672,1,48597.98,11,1,Yes,Month-to-month,Yes,1.871917709,255.141716,859.0587897
1709,Yes,7.583070893,0,34497.95,8,1,No,Month-to-month,Yes,16.75283806,159.947583,2122.146303
1710,Yes,11.02448303,0,19080.13,12,0,No,Month-to-month,No,20.16532013,210.105118,2734.384392
1711,No,8.510124671,0,21210.4,11,0,No,Two Year,Yes,7.753271168,164.971516,1412.478266
1712,No,14.5077828,0,22484.19,13,1,No,Month-to-month,Yes,3.663316236,127.511223,408.200312
1713,Yes,7.823397558,1,38028.33,12,1,No,Month-to-month,No,11.4488726,152.466002,1344.718981
1714,Yes,7.065505359,0,29940.45,10,1,No,Month-to-month,Yes,8.315973557,169.944668,991.7932314
1715,Yes,6.836041233,1,104519.8,15,0,No,Month-to-month,No,1.515290738,139.99789,698.1794441
1716,No,8.407938599,2,84597.17,14,3,Yes,Two Year,No,9.324505434,182.460772,1266.19109
1717,Yes,4.708283677,0,29579.69,11,1,No,Two Year,Yes,10.16298067,202.443347,1204.39272
1718,Yes,15.42891992,1,69222.79,17,0,No,Two Year,Yes,6.215774391,232.62403,1607.735971
1719,No,9.004832636,0,76046.62,6,1,Yes,One year,Yes,2.667736094,134.980139,548.9193645
1720,No,6.802850752,1,29759.61,11,0,No,Month-to-month,No,10.68004106,154.975543,1827.283455
1721,No,15.0321318,0,73746.35,12,0,No,Month-to-month,No,8.133269102,182.460772,1103.011016
1722,No,7.276553998,0,54109.79,10,1,No,Month-to-month,Yes,1.789830613,204.963371,616.51937
1723,Yes,10.5336786,1,34414.89,15,1,No,Month-to-month,Yes,2.699998442,220.161527,838.173682
1724,Yes,12.56737024,0,5920.06,13,0,No,One year,Yes,2.661310881,222.665436,1024.224748
1725,No,10.99110627,0,46973.08,14,1,Yes,One year,No,23.10105854,154.975543,2947.224753
1726,No,11.17549194,0,165151.02,10,1,Yes,One year,No,6.267383901,127.442069,1174.414663
1727,Yes,11.36888104,1,5875.01,12,1,No,Month-to-month,No,6.856207666,142.452604,1408.424309
1728,No,14.21094097,1,84805.71,11,1,No,One year,No,13.72354614,149.962093,1333.444788
1729,No,10.14631572,0,14289.15,9,1,No,Two Year,Yes,24.3036064,194.958118,2419.797484
1730,Yes,7.446156322,0,2488.36,15,2,No,Month-to-month,No,6.027648047,154.991856,1135.519834
1731,Yes,10.7481104,1,10494.28,14,1,No,Month-to-month,No,9.490754438,149.970715,980.0465426
1732,Yes,11.6424418,0,15537.16,5,1,No,Two Year,Yes,9.727109482,245.128318,1925.341061
1733,No,12.81300692,0,40743.83,12,0,No,One year,Yes,19.93726012,182.45383,1914.400241
1734,No,6.784802038,0,63963.83,12,0,No,Month-to-month,Yes,1.662826246,144.960655,481.3363042
1735,Yes,6.462473731,0,78249.99,7,2,No,Month-to-month,Yes,8.406444381,220.161527,1321.712528
1736,No,9.082948983,0,43551.35,10,1,No,One year,Yes,2.405574983,172.470522,901.2877149
1737,Yes,8.55142407,0,48376.42,10,1,Yes,Month-to-month,Yes,14.10031907,255.119794,2158.332479
1738,No,8.943037777,0,57730.91,10,1,No,Two Year,No,4.186523762,92.455141,720.6019295
1739,Yes,6.3246769,1,30861.42,14,0,No,Month-to-month,No,14.93006551,107.48056,1727.703167
1740,Yes,12.55061484,2,51510.02,8,0,No,One year,No,17.34018575,235.159141,2196.151925
1741,Yes,11.14280011,0,7833.53,17,2,No,Month-to-month,Yes,7.858862202,252.637807,1207.144714
1742,Yes,10.58657312,0,29709.19,16,1,No,Month-to-month,No,8.482460246,152.455519,1364.133317
1743,Yes,7.1113897,0,37041.5,17,1,No,One year,No,7.644184483,162.460772,1461.63461
1744,No,10.41978703,0,11638.79,13,0,Yes,Two Year,No,13.82541752,92.455141,1750.284767
1745,No,11.72281518,0,8523.51,13,1,No,One year,No,7.772523197,159.965008,884.3816817
1746,No,11.31837362,1,108059.11,18,0,No,One year,Yes,24.77634001,204.963371,2729.316361
1747,No,12.55721923,0,56096.93,22,0,No,One year,No,13.28713487,190.173699,1606.847228
1748,Yes,10.25266403,0,73422.83,9,1,No,Month-to-month,Yes,6.403155881,175.02109,862.0866469
1749,Yes,12.9605554,0,66702.94,12,1,Yes,Two Year,Yes,15.08846657,242.657291,2072.561109
1750,Yes,7.789802026,0,37670.96,10,1,No,Month-to-month,No,8.785452901,202.636202,1608.002659
1751,Yes,9.985414526,0,79432.6,13,1,Yes,Month-to-month,No,6.820250541,187.642236,1054.514104
1752,Yes,9.777239043,0,21786.91,8,1,No,Month-to-month,Yes,3.319853958,290.160419,1150.574869
1753,No,12.84477246,0,52189.94,13,3,Yes,Two Year,No,13.84769517,164.978458,2137.666732
1754,No,8.965640601,1,44610.48,14,0,Yes,Two Year,No,16.15614223,194.969934,1956.469091
1755,Yes,7.587447184,1,53591.84,9,1,No,Month-to-month,Yes,7.860641328,242.610632,1647.423104
1756,No,12.57357797,0,43976.9,19,1,No,One year,No,6.805071944,124.964303,715.1931007
1757,Yes,4.843884364,1,19990.22,14,2,No,One year,No,7.712199324,222.660939,1235.453213
1758,Yes,10.38437058,1,39181.25,16,0,No,Month-to-month,Yes,5.402712746,137.468388,700.0279564
1759,Yes,14.67675595,0,25777.88,13,2,No,Two Year,No,2.066037377,232.641455,769.7818684
1760,Yes,9.8699522,0,59418.66,8,0,No,Month-to-month,No,3.752354376,154.991856,1283.103476
1761,Yes,16.75470959,0,38306.27,10,0,No,Month-to-month,Yes,11.32652677,194.966286,1897.050575
1762,No,8.763640466,0,34393.76,8,2,No,One year,No,17.96501147,232.622804,2299.047664
1763,Yes,12.1859369,0,37526.82,14,1,No,One year,Yes,1.051188042,257.684139,1018.848617
1764,No,8.242312444,0,3050.98,10,2,No,Two Year,No,13.63916478,162.452604,1712.040252
1765,No,9.217002771,0,6284.19,13,0,No,Month-to-month,No,16.64092048,92.455141,1777.880577
1766,Yes,9.75859429,1,53247.58,12,0,No,Month-to-month,Yes,1.042724425,184.961033,871.6644442
1767,Yes,11.34236064,0,25019.9,12,0,No,Month-to-month,Yes,17.1001258,172.462354,1782.747566
1768,No,9.415068375,1,16301.48,12,1,No,Month-to-month,No,2.779431223,112.455141,242.9947554
1769,No,10.65731963,1,12134.83,10,0,No,Month-to-month,No,15.12166154,149.99153,1505.903299
1770,No,7.011648779,0,32396.94,13,1,No,Month-to-month,No,2.661325529,162.468917,380.7222437
1771,Yes,8.349506731,0,88000.08,13,2,No,Month-to-month,No,5.118556082,127.473844,1064.629876
1772,Yes,9.299310376,0,18406.73,10,2,No,Month-to-month,No,7.217041327,127.458638,850.5053759
1773,Yes,12.84944852,0,7655.2,6,1,No,Month-to-month,Yes,2.693860703,240.114868,764.3624669
1774,No,5.430446293,0,32102.68,6,1,No,One year,Yes,6.441555523,162.500489,1228.537824
1775,No,11.15775194,1,49545.55,7,0,No,One year,No,10.2452503,184.967019,1197.086571
1776,Yes,8.127707725,0,77423.32,15,1,Yes,One year,Yes,15.18036042,242.632554,1984.668288
1777,Yes,9.910027332,0,27690.11,13,1,No,One year,Yes,21.61213506,232.62403,2954.525101
1778,No,13.29565706,0,27219.87,17,0,No,One year,No,4.576705489,149.970715,703.2651223
1779,Yes,14.05990229,0,21739.61,11,1,No,Month-to-month,Yes,8.661116617,255.133571,1745.431051
1780,Yes,17.60288873,1,32951.46,9,0,Yes,Month-to-month,No,23.68987753,202.649979,2900.101871
1781,Yes,15.36169948,0,19832.1,6,1,No,One year,Yes,10.73057042,287.642733,1572.393016
1782,No,10.89022868,0,8979.6,9,1,Yes,One year,Yes,9.46447702,144.960655,968.8971697
1783,No,12.65695134,0,47618.81,7,1,No,Two Year,No,4.106981469,129.977753,1239.519501
1784,No,14.74975124,0,40031.03,10,2,No,One year,No,2.851017432,117.483475,479.0156739
1785,Yes,6.823241689,1,74023.61,13,3,No,Month-to-month,No,6.418130939,152.479779,1257.485285
1786,Yes,11.20443812,0,9134.48,10,2,No,Month-to-month,Yes,17.56134872,230.134352,2109.348841
1787,Yes,9.386659049,1,22354.1,13,0,No,One year,Yes,7.351090778,232.670689,1332.641107
1788,No,8.244134358,1,12146.64,13,0,No,Two Year,No,5.867164261,124.964303,386.8447822
1789,Yes,10.73059843,0,3730.38,18,1,No,Month-to-month,Yes,2.095488213,247.664655,1338.247732
1790,Yes,7.415363166,0,56143.59,14,0,No,Month-to-month,No,3.312263064,159.951231,509.6727126
1791,Yes,8.735591454,1,22812.0,14,2,No,Month-to-month,Yes,6.766267697,207.638588,1044.435554
1792,Yes,7.781912069,0,12908.78,8,2,No,Month-to-month,Yes,2.542844079,247.664655,1467.981883
1793,Yes,10.0345016,2,18189.38,14,0,No,Month-to-month,Yes,1.796607335,207.475448,971.697137
1794,Yes,8.247672688,1,61039.69,15,1,No,Month-to-month,No,1.921647847,230.105118,695.6222319
1795,No,13.82901227,1,60671.21,12,0,No,Two Year,No,8.248755691,177.48762,1716.011284
1796,No,13.62442766,0,21393.98,13,1,No,Two Year,No,21.77701838,154.961766,2811.648182
1797,Yes,12.48448983,1,31369.76,9,0,No,Two Year,No,14.42671843,235.137219,2363.604752
1798,No,9.961483356,0,37741.16,10,1,No,Two Year,No,16.11472911,92.455141,2156.405261
1799,No,12.65398405,0,27353.22,9,0,No,One year,Yes,22.89696344,162.45383,2586.074672
1800,Yes,6.672058888,0,20872.03,14,2,No,Month-to-month,No,9.273178876,207.609354,1241.342647
1801,No,9.246170832,0,87308.01,7,1,No,Month-to-month,Yes,8.154668093,182.497044,1062.905651
1802,Yes,8.294166484,0,37198.61,12,0,Yes,Month-to-month,Yes,7.775144828,242.610632,1713.700682
1803,No,12.17182137,0,28837.52,13,1,No,Month-to-month,No,2.932159225,107.481989,700.6270933
1804,Yes,4.586984142,0,48675.51,14,0,No,One year,Yes,10.25226518,149.988989,1303.670531
1805,No,8.120857113,1,53420.34,9,0,No,Month-to-month,Yes,11.89492044,147.478341,1119.209685
1806,Yes,11.19592754,0,26175.68,12,0,No,Month-to-month,No,8.210220142,152.47417,1496.482536
1807,No,10.2831545,1,84232.11,6,1,No,Month-to-month,Yes,8.884543585,179.965581,985.6286855
1808,Yes,11.64845286,1,23660.7,11,1,No,One year,No,6.577676916,220.132293,1329.24842
1809,No,11.77757836,1,45404.63,21,1,No,One year,Yes,2.92969581,204.979684,694.7582953
1810,Yes,10.72904959,1,5418.19,7,0,No,One year,Yes,8.013365588,255.166453,1313.686109
1811,No,12.20196178,0,25428.86,9,0,No,One year,Yes,1.84841935,150.020764,529.9370637
1812,Yes,9.024293001,1,21087.24,10,0,No,One year,Yes,1.884992328,179.947583,404.9361415
1813,No,13.0338523,0,36174.84,12,2,No,One year,No,9.783296825,117.472036,995.3392925
1814,No,7.456656063,1,21795.9,10,1,No,One year,Yes,12.70583343,220.161527,1780.064534
1815,No,13.7342759,0,47285.08,14,1,No,Month-to-month,Yes,9.705809585,152.510442,1559.323963
1816,No,9.929214278,0,45429.68,9,1,No,Month-to-month,Yes,15.12645563,157.483594,1549.802896
1817,No,9.116878941,1,12234.89,13,1,No,Two Year,No,7.179893502,134.950905,790.6280344
1818,No,11.10048066,0,46705.86,9,2,No,Month-to-month,No,9.984220981,102.474625,1040.400476
1819,Yes,5.953348075,0,11523.97,16,0,No,Month-to-month,Yes,3.024806192,137.483594,847.1259509
1820,No,7.519178592,1,19534.42,16,1,Yes,Two Year,No,10.27742832,184.978458,1234.044483
1821,No,9.816712399,2,82629.53,12,0,No,One year,Yes,12.92578188,169.974105,1333.179191
1822,No,5.282356868,0,28420.39,11,0,No,Two Year,No,9.585621689,107.528648,1104.883551
1823,No,4.698609875,0,81413.71,10,0,No,Month-to-month,No,14.74280934,124.964303,1222.291008
1824,No,9.773871134,0,69506.73,8,1,No,One year,No,12.54841227,114.972827,1153.262724
1825,Yes,9.724391204,1,15944.32,18,0,Yes,One year,No,3.999140345,129.948316,1048.919831
1826,Yes,8.082617212,0,38328.57,7,2,No,Two Year,Yes,1.251588197,204.961033,661.2094379
1827,Yes,7.495673471,0,82560.95,10,1,No,Month-to-month,No,12.16872039,200.165175,1711.601451
1828,Yes,8.337747682,0,37667.37,8,1,No,Two Year,Yes,6.624439911,262.610632,1214.05087
1829,Yes,8.940681932,0,89752.5,15,0,Yes,Two Year,Yes,5.643360294,262.610632,1253.523378
1830,Yes,9.170210546,0,24958.97,13,1,Yes,Month-to-month,No,4.499945782,220.132293,955.0519598
1831,Yes,4.307800217,2,51848.11,12,2,No,Month-to-month,No,6.57513059,242.628057,1187.692793
1832,Yes,6.969585746,1,32443.11,13,1,No,Month-to-month,Yes,11.76797971,192.440432,1367.183772
1833,No,7.859430948,2,76175.36,14,1,No,Month-to-month,Yes,13.22141934,192.456745,1398.114035
1834,No,7.779697022,0,24946.75,13,3,Yes,One year,No,1.997833268,159.965008,461.4404406
1835,No,8.683074501,1,86039.43,10,1,No,One year,No,3.787548072,92.455141,798.4275185
1836,No,4.989775216,0,18620.79,16,0,No,Two Year,Yes,16.00167972,149.974105,2245.475959
1837,No,10.38217336,0,19224.29,5,1,No,Two Year,No,11.34130832,222.649979,1636.72261
1838,Yes,14.16841333,0,22433.84,15,1,Yes,Month-to-month,Yes,5.252073829,265.128318,1164.843819
1839,Yes,11.12796555,0,27130.52,12,2,No,Month-to-month,Yes,18.00704355,194.974431,1946.450068
1840,No,5.371697235,0,39874.59,13,0,No,Month-to-month,No,18.29765062,139.95684,1810.920999
1841,No,11.98099579,0,61265.29,11,2,No,Month-to-month,No,5.755833887,95.019486,878.7051436
1842,No,10.8180306,3,89524.54,8,2,No,One year,No,2.111376258,129.976324,662.6103493
1843,No,4.373591494,2,13969.34,12,1,No,Month-to-month,No,12.24494477,92.455141,1653.165932
1844,No,10.40233023,0,4109.01,12,1,No,Month-to-month,No,11.46566243,120.004928,1549.605718
1845,No,6.626472191,0,93637.19,7,2,Yes,Two Year,No,9.858971643,112.455141,868.5732588
1846,Yes,11.60381433,0,43133.76,17,1,No,Month-to-month,No,17.31776736,187.656013,2171.802329
1847,No,6.605688237,0,45245.92,10,3,No,Two Year,No,6.811138598,162.452604,946.1849643
1848,Yes,13.54754868,0,36034.73,13,1,No,Month-to-month,No,14.26734448,147.442069,1294.790222
1849,Yes,12.32023424,1,11667.32,8,2,Yes,Month-to-month,Yes,1.360201959,204.963371,509.1865112
1850,No,16.60350748,1,25598.66,15,2,No,Month-to-month,Yes,11.59782994,157.483594,1210.450532
1851,Yes,7.865190806,0,96624.28,12,1,No,Month-to-month,No,7.399248624,190.12704,1483.41562
1852,No,6.256478572,1,36705.32,12,1,No,One year,Yes,1.358818331,204.979684,567.3209248
1853,No,8.470105611,1,68430.88,11,0,No,One year,No,10.5309984,159.983006,990.747598
1854,Yes,9.556655457,0,26838.3,15,3,No,One year,No,9.630236452,187.642236,1329.382263
1855,No,9.957815194,0,20768.72,7,1,No,Month-to-month,Yes,19.79804917,204.949594,1862.842794
1856,No,10.45011354,0,14032.23,6,1,No,Month-to-month,No,16.86058234,112.455141,1446.505628
1857,No,11.79012709,0,30110.14,13,0,Yes,Month-to-month,Yes,13.40891729,144.960655,1338.549194
1858,Yes,10.93180592,0,46272.07,12,1,Yes,Two Year,No,3.857491515,220.132293,939.8765686
1859,No,11.38646956,1,39933.38,16,1,No,One year,No,8.703568707,92.455141,1275.194778
1860,No,8.334967001,0,9964.37,14,1,No,Two Year,Yes,20.40555252,242.657291,2422.117328
1861,Yes,10.03692527,2,25447.24,11,0,No,Month-to-month,Yes,1.747076331,137.469817,922.4502594
1862,No,7.65593436,0,72841.97,7,0,Yes,Two Year,No,24.02275725,127.481989,2112.65313
1863,No,11.28908676,1,1441.97,7,0,No,Month-to-month,Yes,8.006997906,127.478341,1233.807825
1864,No,5.772508536,0,23134.96,11,0,No,Month-to-month,Yes,6.563038653,147.471303,1034.69512
1865,Yes,7.732225598,0,36250.96,9,1,No,Month-to-month,Yes,5.291754183,169.967067,877.7050261
1866,No,7.73492925,1,15395.09,6,0,No,One year,No,15.18780416,137.439154,1615.87994
1867,No,13.60282892,0,14379.3,8,0,No,Month-to-month,No,10.38039309,114.972827,959.951483
1868,No,12.79857643,0,57776.5,9,3,No,Two Year,No,14.45556293,149.977753,1639.902323
1869,Yes,10.83103688,1,57622.01,15,2,No,One year,No,7.32906366,190.12704,1751.02003
1870,No,10.57996614,0,19430.58,17,1,No,Two Year,No,9.351000629,174.961766,1173.562649
1871,Yes,11.97456051,1,42920.9,9,2,Yes,Month-to-month,Yes,10.86852566,162.511928,1354.387011
1872,No,12.23746964,0,69004.81,12,1,No,Two Year,No,3.997019354,104.962874,632.0815033
1873,Yes,15.43208187,0,13805.45,14,0,No,Month-to-month,Yes,2.231526082,174.958118,1054.384865
1874,Yes,11.76568434,0,1753.08,12,1,No,Month-to-month,Yes,2.384942381,252.62403,904.5789623
1875,Yes,5.649781948,1,55200.2,12,2,No,Month-to-month,Yes,4.992706522,157.483594,637.7315432
1876,No,10.96531534,1,4592.51,15,2,No,One year,No,7.827055149,127.488728,846.2276311
1877,Yes,12.34162424,0,9582.53,10,1,Yes,One year,Yes,2.153167182,275.119794,775.7502457
1878,No,10.12925966,0,21599.91,13,2,No,Month-to-month,Yes,8.209710913,159.994242,975.7615787
1879,Yes,10.35620722,0,80120.44,9,0,No,Month-to-month,Yes,7.19812868,172.503404,1042.502776
1880,Yes,11.41693893,0,67228.71,13,0,No,Two Year,No,7.40216226,212.641455,1621.058909
1881,Yes,10.78909418,1,18651.96,6,1,No,One year,Yes,18.37212028,204.963371,1924.903884
1882,No,7.1972748,0,97463.9,16,0,Yes,Two Year,Yes,5.731198479,169.992756,695.0510444
1883,Yes,9.713763237,0,14638.17,13,2,No,Month-to-month,Yes,2.497790261,172.470522,1178.564131
1884,No,5.46295328,0,24371.34,10,4,No,One year,No,2.745220008,162.482694,504.8041713
1885,No,7.633282055,0,46974.79,14,0,No,Month-to-month,No,3.386665328,124.97808,391.0106655
1886,Yes,6.398169663,0,49939.39,14,2,No,Month-to-month,Yes,3.032321354,207.49737,693.358004
1887,No,11.55394954,2,10584.2,16,1,No,One year,Yes,2.678577227,179.947583,497.4668116
1888,No,10.1309532,0,46984.61,11,0,No,One year,No,6.678176681,139.95684,989.9918587
1889,No,14.67533687,0,48971.18,6,2,No,One year,Yes,6.211504434,182.483267,745.0467839
1890,Yes,9.45902039,0,7723.17,9,1,No,One year,No,13.56958731,235.137219,2087.543903
1891,Yes,13.33271836,0,72997.73,11,2,No,Month-to-month,No,9.727742106,200.132293,1751.848426
1892,Yes,9.155612168,0,55593.6,14,2,No,Month-to-month,Yes,7.18546062,162.497044,1501.32182
1893,Yes,5.377748545,0,28096.83,9,0,No,Month-to-month,No,7.039839728,175.133074,1116.638366
1894,No,8.31466824,0,10887.66,6,1,No,Two Year,No,18.7939759,172.457857,2057.159348
1895,No,10.99604139,1,147436.94,16,0,No,One year,Yes,4.510537408,149.944668,1222.622089
1896,Yes,9.622151061,0,77658.11,12,0,No,Month-to-month,No,15.73628072,162.460772,2089.023186
1897,No,9.150618042,0,740.66,12,1,No,One year,No,10.94833173,79.978861,1081.14434
1898,Yes,8.064807,0,61901.7,15,0,No,Month-to-month,Yes,7.434237932,194.976769,989.3430051
1899,No,7.486891758,0,54246.36,8,1,No,Month-to-month,No,34.80793399,152.457857,3934.848461
1900,No,8.885448784,0,19523.69,15,0,No,Month-to-month,No,2.871999386,117.472036,596.8051649
1901,Yes,12.94388838,0,17526.85,7,0,No,Two Year,Yes,16.3364928,242.657291,2060.745551
1902,No,15.34568423,0,21062.25,11,2,No,Month-to-month,No,2.596050259,94.972827,817.8995329
1903,Yes,14.18102134,1,31766.78,16,0,No,Month-to-month,Yes,2.389328443,182.490006,762.3743815
1904,No,14.47410001,0,24045.19,17,0,No,Month-to-month,No,3.56722345,95.005709,617.4480514
1905,Yes,0.636607948,0,37455.48,7,2,No,Month-to-month,No,9.626754665,127.442069,1575.771505
1906,No,7.516773254,0,94655.92,13,0,No,Two Year,Yes,6.044266101,152.495236,785.6688028
1907,Yes,8.560207521,0,19982.5,11,1,Yes,Month-to-month,No,6.531735637,149.99153,874.1933216
1908,Yes,7.104001873,2,100033.86,10,2,Yes,Month-to-month,No,1.512791057,127.458638,505.6979276
1909,Yes,8.00560869,0,152172.92,15,3,No,One year,No,3.390052702,210.151777,1022.519614
1910,No,9.698184881,1,18038.36,11,0,No,Two Year,Yes,25.36784311,144.960655,2167.068284
1911,Yes,10.87571686,1,33297.61,14,0,No,Month-to-month,Yes,10.91916339,197.494455,1428.608241
1912,Yes,8.713781981,0,80430.99,14,1,No,Month-to-month,Yes,6.775594861,182.467607,1072.585587
1913,No,12.18665298,1,15423.53,13,0,No,Month-to-month,No,15.71428993,140.004928,1579.867444
1914,No,6.410275409,2,8465.02,13,0,No,Month-to-month,Yes,3.005659256,124.993537,396.4162432
1915,Yes,5.546944946,0,23107.22,15,3,Yes,Month-to-month,No,2.811977672,245.145743,911.3769495
1916,Yes,13.34580773,0,65329.46,8,2,Yes,Month-to-month,No,12.85056526,232.622804,1710.216611
1917,No,6.411211074,0,12650.67,9,1,No,Month-to-month,Yes,4.385448215,172.462354,758.0522649
1918,No,8.866549026,0,99787.78,12,1,No,Month-to-month,Yes,5.798532598,137.497825,758.6189978
1919,No,9.991096674,2,53320.93,11,2,No,One year,Yes,15.54170472,162.467607,2100.288363
1920,Yes,11.06209104,0,116888.77,13,1,No,Month-to-month,Yes,11.92905011,172.470522,1851.152977
1921,Yes,6.318907115,1,22840.68,7,1,Yes,Month-to-month,Yes,5.037146238,164.971516,1051.069135
1922,Yes,12.14896261,1,29742.47,8,2,No,Month-to-month,Yes,3.259826777,159.965581,1216.35272
1923,Yes,15.08558131,0,22139.13,9,1,No,Two Year,Yes,12.52485764,232.637807,2138.661668
1924,No,3.410169776,0,26760.18,13,0,No,Two Year,Yes,5.220501553,172.510442,684.7417744
1925,Yes,14.06427534,2,23613.85,9,3,No,Month-to-month,No,10.4843853,159.965008,1325.529732
1926,No,6.89303513,0,38691.84,12,5,No,One year,No,3.835182255,172.47417,641.4963126
1927,No,12.08205854,0,39163.32,14,0,No,Month-to-month,Yes,7.918255804,169.967067,944.331401
1928,No,7.233561718,0,8539.27,15,1,No,Two Year,Yes,6.136751688,174.988208,1553.937724
1929,No,11.10109124,0,17054.95,13,0,No,Two Year,Yes,20.00794461,147.503078,1824.510182
1930,No,5.638490484,0,68237.79,13,0,No,One year,Yes,22.37864487,124.960655,2353.856438
1931,Yes,4.743877362,0,23101.13,14,1,No,One year,Yes,17.05603447,265.128318,2209.997412
1932,No,7.869279288,0,49323.19,11,1,No,One year,Yes,2.48527604,169.944668,521.8726735
1933,Yes,14.20149723,0,32459.53,12,1,Yes,Month-to-month,Yes,10.1127187,182.467607,1282.45127
1934,No,13.38997772,0,43765.92,11,0,No,Two Year,No,11.59620573,137.487242,1283.266496
1935,Yes,6.716026988,2,91605.19,13,1,No,Month-to-month,No,15.21980082,202.649979,2425.149963
1936,Yes,7.275219163,0,34978.09,12,1,No,Month-to-month,No,10.19944078,225.145743,2017.858499
1937,Yes,6.768420041,0,115594.58,11,0,No,Two Year,Yes,6.135854482,255.119794,1585.705665
